,序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
22,23,601990,南京证券,10.00981330871582,11.21,3406762240,23103679661.33,36979810403.68,14.948174476623535,105222440800,095223,140745,9,4/4,4,券商信托
23,24,300598,诚迈科技,10.002459526062012,134.17,593994736,6489325254.799999,10733599999.999998,9.4716215133667,48819767050,095742,095830,1,3/2,1,软件服务
24,25,002623,亚玛顿,10.018214225769043,18.12,50714989,2891474085.0,2899200000.0,1.80148446559906,80001793200,095812,095812,0,1/1,1,玻璃陶瓷
25,26,300716,国立科技,10.0,11.11,84308265,1052894700.0,1777822200.0,8.206520080566406,24648257150,095951,095951,0,1/1,1,塑胶制品
26,27,600114,东睦股份,9.967845916748047,10.26,1307083488,6260257574.82,6325187728.32,21.671710968017578,36660560040,100356,141518,3,5/5,5,金属制品
27,28,300656,民德电子,10.0,22.77,56534161,1164371820.48,2254230000.0,4.975107192993164,16386088950,100724,100724,0,1/1,1,电子信息
28,29,603738,泰晶科技,9.984067916870117,20.71,452090720,3460865662.08,3460865662.08,13.355119705200195,23879872600,101141,112129,5,2/2,2,电子元件
29,30,002966,苏州银行,9.989909172058105,10.9,1508302928,3633333340.6,36333333275.200005,42.68144989013672,53501516400,101154,103124,4,2/2,2,银行
30,31,603283,赛腾股份,9.996905326843262,35.54,241809320,1457754842.0,6073953642.18,16.962360382080078,7510988060,101456,130814,11,1/1,1,专用设备
31,32,300455,康拓红外,9.959349632263184,10.82,294626656,5414675051.5,6878491092.4800005,5.573332786560059,24080267060,102006,102006,0,1/1,1,电子信息
32,33,002559,亚威股份,9.981515884399414,5.95,253946416,2830497794.25,3312501897.6,9.111525535583496,3042746700,102239,141509,12,1/1,1,机械行业
33,34,300431,暴风集团,10.060976028442383,3.61,141213657,877786694.49,1189583488.32,16.704607009887695,25172349500,102424,112948,1,1/1,1,文化传媒
34,35,300460,惠伦晶体,10.017574310302734,12.52,163708096,2106792984.0,2106792984.0,7.993910312652588,26151776000,102436,105357,2,1/1,1,电子元件
35,36,300521,爱司凯,10.00981330871582,11.21,34171356,1614229406.5500002,1614240000.0000002,2.168041944503784,23871695000,103124,103124,0,1/1,1,专用设备
36,37,002552,宝鼎科技,10.003461837768555,31.78,1530076480,6360733440.320001,9732063638.08,24.76742935180664,38555496000,104054,145257,5,1/1,1,船舶制造
37,38,300806,斯迪克,10.01107406616211,49.67,489535760,1450860700.0,5803387119.93,35.15457534790039,51627047670,104121,104354,1,18/14,1,材料行业
38,39,601878,浙商证券,9.958932876586914,10.71,2305880784,12943249564.140001,35700127092.0,18.35230255126953,57466647000,104223,145615,3,1/1,1,券商信托
39,40,002878,元隆雅图,10.008203506469727,26.82,127928198,1076082338.88,3497499916.2,12.176355361938477,36692254260,105906,110051,1,1/1,1,文化传媒
40,41,603226,菲林格尔,9.983983039855957,20.6,266823515,814849521.2,3117419630.0,33.81340026855469,26932440000,110317,110317,0,1/1,1,木业家具
41,42,002512,达华智能,9.981515884399414,5.95,411649392,5085463119.8,6517547461.6,8.400797843933105,43935752000,111757,111757,0,1/1,1,电子元件
42,43,300053,欧比特,10.008339881896973,13.19,394520176,7765365543.63,9261466763.52,5.327027320861816,82557753230,112718,112718,0,1/1,1,安防设备
43,44,603787,新日股份,9.977151870727539,14.44,166894667,1023651600.0,2945760000.0,17.011310577392578,26530612000,112956,112956,0,1/1,1,交运设备
44,45,002174,游族网络,10.024691581726074,22.28,778509072,14368073893.6,19795064188.16,5.618450164794922,70838769840,131454,131454,0,1/1,1,软件服务
45,46,300467,迅游科技,10.005817413330078,18.91,277703264,2487478962.04,4223511984.79,11.715843200683594,35945224780,132348,132348,0,1/1,1,软件服务
46,47,002354,天神娱乐,10.144927024841309,3.04,129119008,2128287526.24,2833714403.84,6.419087886810303,13970718240,133133,133133,0,1/1,1,软件服务
47,48,300147,香雪制药,9.959623336791992,8.17,426614176,5395462068.58,5404261665.12,8.171873092651367,42204479790,133154,133154,0,2/2,2,医药制造
48,49,603629,利通电子,10.00336742401123,32.66,178382621,816499999.9999999,3265999999.9999995,22.58810043334961,27548971280,133825,134749,3,4/2,1,金属制品
49,50,002416,爱施德,10.049019813537598,8.98,802852096,10985557773.9,11128750635.84,7.647400379180908,21118804800,134009,145248,7,1/1,1,商业百货
50,51,002131,利欧股份,10.176990509033203,2.49,1148557632,13388915061.78,16561339476.480001,8.830634117126465,37668177180,135730,142257,4,1/1,1,电子信息
51,52,600712,南宁百货,10.031347274780273,10.53,1618965312,5668085567.429999,5735220940.799999,29.757469177246094,62797097610,142500,142500,0,11/10,1,商业百货
52,53,002602,世纪华通,9.9609375,11.26,983864176,29190357329.54,67069434408.96,3.509126663208008,24166662400,142527,143024,2,1/1,1,塑胶制品
53,54,600290,华仪电气,10.032362937927246,3.4,238188595,2583671937.4,2583671913.6,9.694422721862793,7509580000,144359,145120,3,1/1,1,输配电气
0,1,601700,风范股份,10.0,7.48,39266671,8463111360.000001,8476575360.000001,0.4639744162559509,163703128600,092502,092502,0,4/4,4,输配电气
1,2,002623,亚玛顿,9.988962173461914,19.93,19174912,3180302346.25,3188800000.0,0.6029273271560669,62117564910,092503,092503,0,2/2,2,玻璃陶瓷
2,3,002970,锐明技术,10.00166130065918,66.21,2936744,1430135999.9999998,5720543999.999999,0.2053472250699997,115022991450,092503,092503,0,3/3,3,电子信息
3,4,300147,香雪制药,10.03671932220459,8.99,62366731,5936989473.26,5946672260.64,1.050477385520935,95901319450,092503,092503,0,3/3,3,医药制造
4,5,300586,美联新材,10.005437850952148,20.23,61396047,1283467062.5,4855200000.0,4.783608913421631,393718262770,092503,092503,0,4/4,4,化工行业
5,6,300807,N天迈,44.00452423095703,25.46,1356591,432820000.0,1727486460.0,0.31521177291870117,97583444440,092503,092503,0,1/1,1,专用设备
6,7,300810,中科海讯,10.005266189575195,83.56,11288956,1646132000.0,6576172000.0,0.685786783695221,307609428000,092503,092503,0,10/10,10,电子信息
7,8,603053,成都燃气,10.024154663085938,18.22,5469990,1619575800.0,16195575799.999998,0.3377421498298645,131591781820,092505,092505,0,3/3,3,公用事业
8,9,600131,岷江水电,10.009488105773926,23.19,481299440,9453610609.890001,11690662274.880001,5.091713905334473,45724256370,093001,102025,11,1/1,1,电力行业
9,10,002599,盛通股份,10.04672908782959,4.71,143181063,1608597388.68,2582497747.68,8.92696475982666,11486677350,093003,134703,6,1/1,1,包装材料
10,11,300467,迅游科技,9.994711875915527,20.8,190829020,2736095315.2000003,4645639835.2,7.117203235626221,68615040000,093106,093106,0,2/2,2,软件服务
11,12,600156,华升股份,9.930715560913086,4.76,42738806,1914046941.52,1914046951.04,2.2723307609558105,12408444160,093244,093244,0,1/1,1,纺织服装
12,13,300698,万马科技,10.0,18.37,63048045,773740652.5200001,2461580000.0,8.237508773803711,32389984000,093321,093321,0,1/1,1,通讯行业
13,14,300234,开尔新材,10.00981330871582,11.21,135351034,1922305686.88,3245682776.32,7.078271389007568,4374298940,093400,112427,14,1/1,1,材料行业
14,15,600290,华仪电气,10.0,3.74,316206864,2842039131.1400003,2842039104.96,11.369148254394531,15635444000,093459,100556,2,2/2,2,输配电气
15,16,603063,禾望电气,10.011507987976074,9.56,50286618,2440668000.0,4119308400.0,2.0906810760498047,17850432000,093611,093611,0,1/1,1,输配电气
16,17,300112,万讯自控,9.966024398803711,9.71,450792256,1907426700.2300003,2779138716.8,24.31704330444336,59788839500,093727,143706,1,2/2,2,仪器仪表
17,18,002291,星期六,9.96204948425293,11.59,477979248,4623504763.05,7635646656.96,10.530515670776367,37764346040,093800,101609,2,5/5,5,纺织服装
18,19,002354,天神娱乐,9.86842155456543,3.34,246216905,2338315900.54,3113357272.64,10.742528915405273,31186695560,093918,094021,1,2/2,2,软件服务
19,20,300459,金科文化,10.06289291381836,3.5,331028992,7940531532.5,12402404224.0,4.280467987060547,81130721000,094303,094303,0,1/1,1,文化传媒
20,21,000810,创维数字,9.964726448059082,12.47,371548368,12243611452.150002,13196735837.92,3.1203272342681885,69616867560,094548,094548,0,1/1,1,通讯行业
21,22,603721,中广天择,10.0,18.04,81030277,1110360683.08,2345200000.0,7.429771423339844,18266582400,094738,095347,2,1/1,1,文化传媒
22,23,300364,中文在线,10.098522186279297,4.47,144575863,2398065112.77,3251010044.64,6.236066818237305,27400760280,094930,094930,0,1/1,1,文化传媒
23,24,002284,亚太股份,10.0,5.39,139911144,3697642091.99,3975681765.4399996,3.85032320022583,10548370140,100703,135233,1,1/1,1,汽车行业
24,25,002071,长城影视,9.974424362182617,4.3,210737055,2243139505.0,2259348449.6,9.893355369567871,21631494000,100712,100712,0,1/1,1,文化传媒
25,26,002292,奥飞娱乐,10.01137638092041,9.67,331345376,7866548955.03,13123732558.4,4.331896781921387,22823066310,100921,101309,2,1/1,1,文化传媒
26,27,300221,银禧科技,10.081300735473633,6.77,312333168,2780572010.19,3062181811.3599997,11.512118339538574,19884844000,101415,101415,0,1/1,1,塑胶制品
27,28,300672,国科微,10.009532928466797,46.16,423423408,5056542962.0,8308544365.919999,8.557470321655273,30380204000,101818,110312,4,1/1,1,电子元件
28,29,000785,武汉中商,10.049751281738281,11.06,242277988,1630972898.24,66579319976.96001,15.245577812194824,6470100000,102824,135451,3,1/1,1,商业百货
29,30,002365,永安药业,10.0,9.35,99581984,2254278539.15,2755281337.6,4.5336503982543945,23879628850,103248,103248,0,1/1,1,医药制造
30,31,300432,富临精工,10.053476333618164,10.29,260858826,3682987857.99,4473318685.92,7.327269077301025,12863436390,110233,110233,0,1/1,1,汽车行业
31,32,002655,共达电声,9.973752975463867,16.76,1721718256,6033600000.000001,6033600000.000001,29.55893898010254,165017116400,110412,110554,1,2/2,2,电子元件
32,33,002739,万达电影,10.0,18.15,1063651008,31965802215.6,37723473427.2,3.418247699737549,49868776650,111903,141848,1,1/1,1,文化传媒
33,34,603496,恒为科技,10.02247142791748,24.48,290423424,2673915883.2,4961273618.88,11.182902336120605,37485881280,112928,112928,0,1/1,1,通讯行业
34,35,000980,众泰汽车,10.10452938079834,3.16,283188544,3937185293.0800004,6407441295.360001,7.547710418701172,21822277440,130012,130406,1,3/2,1,汽车行业
35,36,300431,暴风集团,9.972298622131348,3.97,248666393,965322209.73,1308212312.64,26.499536514282227,12055198780,130015,130015,0,2/2,2,文化传媒
36,37,002707,众信旅游,10.0,6.16,262075860,3270344123.2000003,5415348547.84,8.364686965942383,38773208320,131215,131215,0,1/1,1,旅游酒店
37,38,603555,贵人鸟,9.913793563842773,5.1,137469672,3205870929.2999997,3205870934.3999996,4.493446350097656,23137680000,131815,131815,0,1/1,1,纺织服装
38,39,300370,安控科技,10.081744194030762,4.04,451740848,2918665962.8,3866871262.08,16.12173080444336,37068616000,131945,131945,0,1/1,1,仪器仪表
39,40,600330,天通股份,10.0,7.48,673974544,7454311660.400001,7454311645.440001,9.292073249816895,1606606760,132402,150004,5,1/1,1,电子元件
40,41,603999,读者传媒,10.05747127532959,7.66,227684531,4412160000.0,4412160000.0,5.389170169830322,30902875880,133354,133354,0,1/1,1,文化传媒
41,42,603598,引力传媒,10.023866653442383,9.22,110458909,2469695938.0,2495144133.76,4.636174201965332,17319852980,133430,134230,1,1/1,1,文化传媒
42,43,002750,龙津药业,10.023492813110352,14.05,347801072,5581900980.3,5627025000.0,6.488971710205078,79720247950,134851,134851,0,1/1,1,医药制造
43,44,002668,奥马电器,9.929078102111816,6.2,1051366688,4056668357.6,6721490828.8,26.937284469604492,60506866400,135100,140957,2,1/1,1,家电行业
44,45,603998,方盛制药,10.025707244873047,8.56,247246553,3639683923.2000003,3718949523.2000003,6.987978935241699,9493896000,135357,141903,2,1/1,1,医药制造
45,46,300194,福安药业,10.03787899017334,5.81,373215696,5186609258.11,6912228951.04,7.496099948883057,17241320250,140524,140724,1,1/1,1,医药制造
46,47,600768,宁波富邦,10.009532928466797,11.54,115230922,1543442688.0,1543442688.0,7.705646991729736,23846913780,140806,141509,4,1/1,1,有色金属
47,48,300110,华仁药业,10.123456954956055,4.46,233809981,5254022497.0,5272669872.96,4.604706764221191,4608785600,142015,143854,3,1/1,1,医药制造
48,49,002905,金逸影视,9.981401443481445,17.74,286478880,1192128000.0,4768512000.0,24.904132843017578,20501408400,142248,142536,1,1/1,1,文化传媒
49,50,600695,绿庭投资,10.026385307312012,8.34,1011634864,3056336047.68,5930841680.64,34.228729248046875,31145813400,142944,145402,7,5/5,5,多元金融
50,51,300263,隆华科技,9.919028282165527,5.43,218191764,3659053560.93,4967740364.16,6.25290584564209,23080649400,143154,143154,0,1/1,1,机械行业
51,52,600677,航天通信,10.011641502380371,9.45,693818928,4288643122.0499997,4930931527.2,16.733680725097656,20792428650,143602,143602,0,3/2,1,通讯行业
52,53,600714,金瑞矿业,10.017271041870117,6.37,65846979,1835682859.01,1835682852.64,3.7545456886291504,31406603410,144042,145657,2,1/1,1,材料行业
53,54,603178,圣龙股份,9.981343269348145,11.79,260204361,600853770.0,2379714822.0,44.051719665527344,12630450150,144351,144351,0,1/1,1,汽车行业
54,55,300548,博创科技,10.001460075378418,75.34,172761507,4859241650.0,6281095800.0,3.68436598777771,1842515040,145433,145433,0,1/1,1,通讯行业
0,1,600156,华升股份,10.084033966064453,5.24,44483932,2107060078.48,2107060088.96,2.11118483543396,27325489120,092500,092500,0,2/2,2,纺织服装
1,2,002623,亚玛顿,9.984947204589844,21.92,36086501,3497853860.0000005,3507200000.0000005,1.0316754579544067,118197418560,092503,092503,0,3/3,3,玻璃陶瓷
2,3,002970,锐明技术,9.998490333557129,72.83,9773130,1573128000.0,6292512000.0,0.6212546229362488,110694972470,092503,092503,0,4/4,4,电子信息
3,4,300467,迅游科技,10.0,22.88,48454074,3009704846.72,5110203818.719999,1.609927773475647,135858053760,092503,092503,0,3/3,3,软件服务
4,5,300586,美联新材,9.985170364379883,22.25,272580816,1411623437.5,5340000000.0,19.30974006652832,255776922000,092503,092503,0,5/5,5,化工行业
5,6,300807,天迈科技,10.015710830688477,28.01,364130,476170000.0,1900506510.0,0.07647059112787247,95051935000,092503,092503,0,2/2,2,专用设备
6,7,300810,中科海讯,10.00478744506836,91.92,9817056,1810824000.0,7234104000.0,0.5421319603919983,289456080000,092503,092503,0,11/11,11,电子信息
7,8,600844,丹化科技,10.037175178527832,5.92,240771691,4870565353.28,6017823500.8,4.953657627105713,2670512000,092503,140439,33,1/1,1,化工行业
8,9,601512,N中新,43.95035934448242,13.92,22549959,2086468800.0,20864548800.0,1.0831003189086914,148515055200,092503,092503,0,1/1,1,房地产
9,10,603053,成都燃气,9.989023208618164,20.04,22568066,1781355600.0,17813355600.0,1.2669039964675903,110978493960,092503,092503,0,4/4,4,公用事业
10,11,600223,鲁商发展,10.049423217773438,6.68,63175986,6686466240.0,6686466240.0,0.9448336958885193,73705229560,092504,092504,0,1/1,1,房地产
11,12,002469,三维工程,10.025062561035156,4.39,50795854,2034427953.36,2209323902.72,2.501049757003784,23229048450,093000,093000,0,1/1,1,工程建设
12,13,300112,万讯自控,9.989701271057129,10.68,499493232,2097972930.84,3056766374.4,24.193355560302734,55039198440,093006,104339,2,3/3,3,仪器仪表
13,14,603598,引力传媒,9.978307723999023,10.14,135800224,2716129806.0,2744117301.1200004,5.048836708068848,16821246000,093114,144733,2,2/2,2,文化传媒
14,15,300160,秀强股份,10.0,4.18,171484089,2429209365.8799996,2585340098.8799996,7.141683578491211,9070048240,093200,093200,0,1/1,1,玻璃陶瓷
15,16,300629,新劲刚,10.011709213256836,18.79,59658639,818019681.18,2278395974.67,7.40800666809082,34618263830,093251,093251,0,1/1,1,金属制品
16,17,002291,星期六,10.008627891540527,12.75,308400560,5086254161.25,8399870136.0,6.212693214416504,55555141500,093357,093357,0,6/6,6,纺织服装
17,18,600768,宁波富邦,9.965337753295898,12.69,267720624,1697251968.0,1697251968.0,16.131601333618164,24153942960,093750,135212,2,2/2,2,有色金属
18,19,002216,三全食品,10.007819175720215,14.07,199156233,7948476346.440001,11245563211.68,2.531426429748535,63178914960,093939,093939,0,1/1,1,食品饮料
19,20,300460,惠伦晶体,9.969558715820312,14.45,266743563,2431562190.0,2431562190.0,11.120434761047363,15750500000,093951,102936,6,3/2,1,电子元件
20,21,603390,通达电气,10.014727592468262,22.41,720598320,1970327538.0,7881305490.72,37.299869537353516,71972717940,094011,100144,3,1/1,1,专用设备
21,22,603177,德创环保,10.0,11.11,55099079,686042500.0,2244220000.0,8.143733978271484,16432178840,094339,094339,0,1/1,1,环保工程
22,23,300432,富临精工,10.00971794128418,11.32,254457857,4051644562.92,4921085279.36,6.425232887268066,36190051320,095224,095224,0,2/2,2,汽车行业
23,24,300707,威唐工业,9.983360290527344,13.22,55855036,1020507086.0400001,2078184000.0,5.637387275695801,24028209300,095515,095515,0,1/1,1,汽车行业
24,25,002613,北玻股份,9.854015350341797,3.01,126375543,1532398049.4199998,2820881700.0,8.365355491638184,11826467590,095518,142730,2,1/1,1,专用设备
25,26,300518,盛讯达,10.00374698638916,29.36,107655152,1819383592.1599998,2740462400.0,6.0645647048950195,25811227440,095724,095724,0,1/1,1,软件服务
26,27,601901,方正证券,10.0,7.81,699381248,64292711894.95,64292711746.56,1.1165649890899658,155961302970,095954,095954,0,1/1,1,券商信托
27,28,603721,中广天择,9.977827072143555,19.84,223675270,1221150551.68,2579200000.0,18.633033752441406,29811187200,101600,131228,6,2/2,2,文化传媒
28,29,300667,必创科技,10.016366958618164,33.61,213790878,1807351937.52,3495440000.0,12.16390609741211,43882896500,101936,101936,0,1/1,1,仪器仪表
29,30,300585,奥联电子,10.021171569824219,15.59,295476256,1291161071.75,2494400000.0,23.38984489440918,24387437000,102554,131354,1,1/1,1,汽车行业
30,31,002211,宏达新材,10.016155242919922,6.81,102927901,2112382179.9899998,2945160034.56,5.046218395233154,36103215000,103051,103051,0,1/1,1,塑胶制品
31,32,002596,海南瑞泽,9.932659149169922,6.53,434173456,5867144114.280001,7513827561.6,7.613217353820801,54919259000,103624,103624,0,1/1,1,水泥建材
32,33,300458,全志科技,10.006082534790039,36.17,1028096096,7709134871.030001,11958190899.84,13.803109169006348,65498878540,103712,130003,3,1/1,1,电子元件
33,34,002284,亚太股份,10.018552780151367,5.93,389275920,4068092320.1299996,4373987545.28,9.854851722717285,30449322490,103927,112457,2,2/2,2,汽车行业
34,35,603722,阿科力,10.006373405456543,34.52,410902608,1405999600.0000002,2992884000.0000005,30.047657012939453,7584044000,110746,145141,12,1/1,1,化工行业
35,36,603069,海汽集团,10.0,9.35,159072212,2954600000.0,2954600000.0,5.502439498901367,568480000,111257,150002,9,1/1,1,交运物流
36,37,000803,金宇车城,10.034843444824219,15.79,37191424,2016870800.4699998,2016870800.4699998,1.9107695817947388,9494053300,112924,112924,0,1/1,1,综合行业
37,38,600784,鲁银投资,10.02087688446045,5.27,35366167,2994297248.4199996,2994297216.7999997,1.2064545154571533,23634843300,132126,132126,0,1/1,1,综合行业
38,39,000537,广宇发展,10.0401611328125,8.22,398315360,4214538515.82,15309920318.400002,9.67896556854248,18616877940,132327,144936,3,1/1,1,房地产
39,40,000026,飞亚达Ａ,10.031596183776855,13.93,1025554048,4969059006.24,6170556498.4,21.23369026184082,598307430,132536,150003,10,5/4,1,珠宝首饰
40,41,002494,华斯股份,9.940357208251953,5.53,160033631,1636590266.71,2132151312.48,10.039785385131836,10977603000,132754,143109,2,1/1,1,纺织服装
41,42,002213,特 尔 佳,10.009099960327148,12.09,99304806,2490540000.0,2490540000.0,4.147696495056152,10981347000,134742,134742,0,1/1,1,汽车行业
42,43,300787,海能实业,10.008779525756836,62.65,385833408,1329433000.0,5317732000.0,30.20882225036621,23213203300,135242,135242,0,1/1,1,电子元件
43,44,002365,永安药业,10.053476333618164,10.29,301341328,2480911889.6099997,3032282883.8399997,12.54804801940918,20295563820,140157,141233,2,2/2,2,医药制造
44,45,002721,金一文化,9.982486724853516,6.28,207540946,3899380714.88,5242030044.8,5.573297500610352,22940840000,142821,142821,0,1/1,1,珠宝首饰
45,46,300032,金龙机电,9.970674514770508,3.75,176533648,3011886030.0,3011886060.0,6.019655227661133,1320142500,143615,150003,1,1/1,1,电子元件
0,1,601512,中新集团,9.98563289642334,15.31,11711446,2294815900.0,22948005900.0,0.510343611240387,114687914260,092500,092500,0,2/2,2,房地产
1,2,000927,一汽夏利,9.944750785827637,3.98,8958983,6348780420.8,6348792583.68,0.14111346006393433,106808868020,092503,092503,0,1/1,1,汽车行业
2,3,000955,欣龙控股,10.0,4.62,15180714,2483704377.0,2487384936.96,0.6112126111984253,83931683220,092503,092503,0,1/1,1,化纤行业
3,4,002970,锐明技术,9.995881080627441,80.11,17736273,1730376000.0,6921504000.0,1.0249953269958496,189564373110,092503,092503,0,5/5,5,电子信息
4,5,300112,万讯自控,10.018726348876953,11.75,805943056,2308163102.75,3363015440.0,35.038116455078125,51469700000,092503,133836,18,4/4,4,仪器仪表
5,6,300259,新天科技,9.895833969116211,4.22,65103433,3060327858.5,4961276557.44,2.1273353099823,33320313980,092503,092503,0,1/1,1,仪器仪表
6,7,300344,太空智造,10.103093147277832,5.34,6106375,1584868094.52,2649253373.7599998,0.3852923512458801,57282094560,092503,092503,0,1/1,1,软件服务
7,8,300807,天迈科技,9.996429443359375,30.81,545337,523770000.0,2090489310.0,0.10411764681339264,65311038000,092503,092503,0,3/3,3,专用设备
8,9,300810,中科海讯,9.997823715209961,101.11,12021979,1991867000.0,7957357000.0,0.603553295135498,321661243000,092503,092503,0,12/12,12,电子信息
9,10,002011,盾安环境,9.935205459594727,5.09,100719257,4650229609.18,4668609975.84,2.1699507236480713,28363042630,093000,093000,0,1/1,1,机械行业
10,11,600227,圣济堂,9.956709861755371,2.54,29923153,3246576049.38,4300560888.32,0.9240894317626953,17111924120,093001,093001,0,1/1,1,化工行业
11,12,300701,森霸传感,10.014204978942871,30.98,112565096,1142383720.44,3717600000.0,9.980751991271973,58524318000,093109,093109,0,1/1,1,电子元件
12,13,603015,弘讯科技,9.952607154846191,6.96,84517171,2813364240.0,2833332480.0,3.0177409648895264,14266183440,093313,100846,1,1/1,1,仪器仪表
13,14,603555,贵人鸟,10.0,5.28,202663443,3319019315.04,3319019320.32,6.185421943664551,2264592000,093351,145118,19,3/2,1,纺织服装
14,15,600480,凌云股份,10.074073791503906,7.43,205194066,4051799336.6499996,4075211749.6,5.099554538726807,3405020400,093404,145557,8,1/1,1,塑胶制品
15,16,300707,威唐工业,9.984871864318848,14.54,123289877,1122403406.28,2285688000.0,11.285091400146484,27362826000,093500,093500,0,2/2,2,汽车行业
16,17,600815,XR*ST厦,4.929577350616455,2.98,22316012,5286801550.4,5286801550.4,0.42247360944747925,783144000,093849,133114,7,1/1,1,机械行业
17,18,300787,海能实业,10.007981300354004,68.92,311512464,1462482400.0,5849929600.0,22.209117889404297,93483088000,094839,095503,1,2/2,2,电子元件
18,19,002269,美邦服饰,9.952607154846191,2.32,80589566,5829000000.0,5829000000.0,1.401254653930664,12254135600,094857,094857,0,1/1,1,纺织服装
19,20,300052,中青宝,9.993108749389648,15.96,743180144,4150256865.7200003,4208201928.0,18.199657440185547,20701716000,100139,145033,7,1/1,1,电子信息
20,21,300803,指南针,10.005104064941406,43.1,1040458480,2452390000.0,17455500000.0,43.41322708129883,53060108300,100427,110327,5,26/17,1,软件服务
21,22,002261,拓维信息,10.081300735473633,6.77,1093200448,5952002401.5199995,7452191777.599999,18.78424644470215,5136459930,101915,145415,9,1/1,1,软件服务
22,23,300417,南华仪器,9.995274543762207,46.55,238473875,1917193776.3999999,3798480000.0,12.74853515625,15906693600,130709,133318,5,1/1,1,仪器仪表
23,24,600768,宁波富邦,10.007880210876465,13.96,455170976,1867110912.0,1867110912.0,24.796733856201172,10202093640,131948,145445,16,3/3,3,有色金属
24,25,603053,成都燃气,9.980039596557617,22.04,1300010768,1959135600.0,19591135600.0,72.55490112304688,10921657520,144203,144615,1,5/5,5,公用事业
25,26,002793,东音股份,9.992486953735352,14.64,348556432,3464260257.36,5250977756.16,10.254206657409668,5283429600,144903,145312,1,1/1,1,机械行业
0,1,600624,复旦复华,10.061349868774414,8.97,470514320,6141866729.700001,6141866783.52,7.747651100158691,54365187630,092502,102013,2,1/1,1,综合行业
1,2,000927,一汽夏利,10.050251007080078,4.38,4034860,6986848804.8,6986862190.08,0.05774935707449913,118290217620,092503,092503,0,2/2,2,汽车行业
2,3,000955,欣龙控股,9.956709861755371,5.08,9932603,2730999618.0,2735046640.64,0.36369848251342773,76342560040,092503,092503,0,2/2,2,化纤行业
3,4,002631,德尔未来,10.067113876342773,8.2,90072457,5344991633.599999,5486172476.799999,1.6851749420166016,35802462800,092503,092503,0,1/1,1,木业家具
4,5,002696,百洋股份,9.963768005371094,6.07,104898583,1110249769.3500001,2399535876.1600003,9.448196411132812,56650096000,092503,092503,0,1/1,1,农牧饲渔
5,6,002970,锐明技术,9.998751640319824,88.12,61801463,1903392000.0,7613568000.0,3.2469120025634766,249147580040,092503,092503,0,6/6,6,电子信息
6,7,300344,太空智造,9.925093650817871,5.87,132403142,1742167736.8600001,2912194251.68,7.604177951812744,41529850840,092503,093021,1,2/2,2,软件服务
7,8,300358,楚天科技,9.937888145446777,7.08,3384211,3127166191.2,3312642508.8,0.10821975767612457,30115516320,092503,092503,0,1/1,1,医疗行业
8,9,300807,天迈科技,9.996753692626953,33.89,1082988,576130000.0,2299470390.0,0.18797646462917328,66463170160,092503,092503,0,4/4,4,专用设备
9,10,603995,N甬金,44.00532913208008,32.43,34545293,1870238100.0,7480628100.0,1.8537888526916504,310426024410,092503,092503,0,1/1,1,材料行业
10,11,000510,新金路,10.10362720489502,4.25,58144826,2335286417.25,2589024588.0,2.49460768699646,17095200000,093003,093003,0,1/1,1,化工行业
11,12,600480,凌云股份,9.959623336791992,8.17,159820309,4455343281.35,4481087482.4,3.6663827896118164,42990229540,093204,093243,1,2/2,2,塑胶制品
12,13,002943,宇晶股份,10.00446605682373,24.63,36750148,1276939271.25,2463000000.0,2.9057838916778564,24804873000,093333,093333,0,1/1,1,专用设备
13,14,300707,威唐工业,9.972489356994629,15.99,150486124,1234334970.18,2513628000.0,12.41476821899414,48638366010,093336,093409,1,3/3,3,汽车行业
14,15,300278,华昌达,10.050251007080078,4.38,158816718,1268938577.52,2615663327.04,12.655736923217773,17617674000,094124,132857,1,1/1,1,机械行业
15,16,300479,神思电子,10.0,16.39,69575741,2649346208.96,2774617814.4300003,2.668339252471924,34935940600,094157,094157,0,1/1,1,电子信息
16,17,300279,和晶科技,10.019646644592285,5.6,105045450,2447314044.0,2514075200.0,4.3457350730896,9839390400,094900,100609,1,1/1,1,电子信息
17,18,300179,四方达,10.017889022827148,6.15,189471731,2060030162.1000001,3065467500.0,9.251654624938965,6673365000,094927,145400,7,1/1,1,材料行业
18,19,002261,拓维信息,10.044313430786133,7.45,1127096144,6549840161.2,8200713256.0,17.74142074584961,53445175050,095515,111845,7,2/2,2,软件服务
19,20,600290,华仪电气,10.094637870788574,3.49,267229375,2652063253.3900003,2652063228.96,10.369741439819336,16253812970,100639,130637,1,5/3,1,输配电气
20,21,002406,远东传动,9.926470756530762,5.98,97970392,2485896632.44,3354780000.0000005,4.046964168548584,34945320020,100836,101118,1,1/1,1,机械行业
21,22,300346,南大光电,9.977827072143555,14.88,333768256,5479096264.8,6054535818.240001,6.291263103485107,56998167360,101712,101712,0,1/1,1,材料行业
22,23,300576,容大感光,9.985597610473633,22.91,200413030,1352628164.5,2749200000.0,15.275894165039062,7855426620,102209,110412,2,1/1,1,化工行业
23,24,300661,圣邦股份,10.0,284.9,880695056,15942308274.199999,29521900107.699997,5.649351119995117,48533569700,102924,140427,1,1/1,1,电子元件
